Package_name,Reviewer_name,Review,Rating
Norton Genie,BB Priv,Useful especially when the scam is done pretty well and you are just not sure.,5
Norton Genie,Chuck s,Doesn't work,1
Norton Genie,James Hartnell,"It's still learning, I like it",5
Norton Genie,Edna Villaros,"Feel better, I needed help. Thanks!",5
Norton Genie,Karen Kelly,"I love this application. Most times I can tell when I have gotten a scam message, but there are a lot of ways to get information that I don't know of. This application checks for ALL of the deceitful trickery out there that thieves are using to get into accounts and steal personal, private information to commit identity theft with. .. This app is quick , thorough, accurate, easy to use, informative, and is free to use. The best thing is it puts my mind at ease. I highly recommend it ! !! 😁",5
Norton Genie,Pawal bage Bage,hello friends kaysii hai mujhe Bing and,5
Norton Genie,Angela Armstrong,love love this app,5
Norton Genie,Yug Gupta,nice,4
Norton Genie,Nuwan heshan,Good,1
Norton Genie,RAGHUNATH ISHWAR,💞👊🤙✊💞,4
Norton Genie,Mary Clayton,Very good to have,5
Norton Genie,George Cobb,👍👍,5
Norton Genie,Kaobe Schmeer,"Love how easy it is to use by just sharing a screenshot! So far, for the months that I've been using this helpful app, I haven't had any false responses once. 100% worth having if u ever have even the slightest amount of suspicion. Highly recommended, especially with the never-ending progression of fraud and scamming capabilities that technology advances provide. All alongside the level of greed &/or desperation that continues skyrocketing with all the inflation that needs to be sorted out.",5
Norton Genie,Michael Hall,really bad.,1
Norton Genie,Sherry Bedwell,this app is great it has kept me from being scammed 4 times great app and easy to use,5
Norton Genie,Chad Urso,AI is always awesome. Integrate there learning capabilities off of each other's values and morals respected in directives KJV.,4
Norton Genie,Mark Bailey,Every app has room for improvement but if the app is legit then it does flag tons of potential scams and decerns link concerns.Auto technology is a difficult thing to develop and where dr. web appears to be missing a key it seems to be patching this one.It is a mutual responsibility of each network and even the free version to guard in some was which is the point of the original root ai system.Web is missing the root on this life license perhaps an error in power tethering.,3
Norton Genie,Stuart Langmead,It's good app,5
Norton Genie,john webster,Excellent very impressive app.,5
Norton Genie,tim walters,fantastic bit of kit scan everything 👌 keep your phone safe from scamers,5
Norton Genie,Katherine Lynn Hermes,Didn't see the use,2
Norton Genie,Prasenjit Tripura,Prasenjit Tripura Prasenjit Tripura Prasenjit Tripura,5
Norton Genie,Ajay Zapadiya,ok,5
Norton Genie,Sajid Khan,Helpful App,5
Norton Genie,PhoeNyx Reign,I love how thorough this app is and the fact that it effectively explains every step is a definite positive aspect. It has legitimately saved me a few times more from opening suspicious sites or links. not to mention it's super easy to navigate. I'll be using this app forever.,5
Norton Genie,Patrick Murphy,why not 🚫,5
Norton Genie,Kim,It doesn't do what it says,1
Norton Genie,Lance Blumenthal,Ask the questions and did not ask it just said have a nice day it didn't work work like it should 😭👎👌✌️ needs work and an upgrade 😕 ok ✌️,1
Norton Genie,Lroyce Cooper,Sungod,5
Norton Genie,Robert Rucker,"Uninstalled. It wanted me to upload a file or URL. I guess it can't just scan the entire device, and I don't have time to scan each file individually, nor do I think I must upload something to their servers to be scanned. Looks to me like a data farming app.",2
Norton Genie,Bobby Johnson,I have had this app before and I thought it was great. So I got it again. Thanks,5
Norton Genie,Dikshit Dikshit,hey Siri open the free fire,5
Norton Genie,Pankaj Rajwal,5star,5
Norton Genie,Anarul Islam,Riajulhouk Ansbsndsn Snsnssn,4
Norton Genie,Juan m zavalza Polanco,i love norton genie,5
Norton Genie,Cyrus Bishop,Park Addy nounmate.@tradie.yyyy,5
Norton Genie,Manju Pareek,Let me give some time to assess,5
Norton Genie,Victoria Ashworth,First time using will up performance as I use More,3
Norton Genie,Raine,Great app! It has identified dozens of fake messages: phishing texts and emails.,5
Norton Genie,Pro Grasr,hogan history bartOw,5
Norton Genie,Darrenisha Mullen,I like it 👌,5
Norton Genie,Keno Ashley,Good job Devp team!!!,5
Norton Genie,E R,lifesaver,5
Norton Genie,Mark Nelson,Tell me and others,5
Norton Genie,Having HH FF,thank,5
Norton Genie,Kirti gupta Kirti gupta,good app a helpfull,5
Norton Genie,zaheen saiyed,giod,2
Norton Genie,Dev Ray,দেব,5
Norton Genie,Steven Small,"Very helpful, easy to conversate with.",5
Norton Genie,Angie Wilson,excellent,5
Norton Genie,Shakti Kumar,Dilet,1
Norton Genie,Brian Allen,Scan tron for males being femini about phone interacton,4
Norton Genie,Rudyard Singh,i like this app,5
Norton Genie,david baldwin,thanks its great to hae you on broad,5
Norton Genie,Appu Khatriye,hii sir good evening fjg TT h is to theek karni in gali truthfully not tv bunty eng th jj is my gb Naveen jj th this TT 5o yr gb in TT okh th each th ok pu tv RF ga thn b recurring teen YG eak ok it will ok or sh i it th ok rk8o own mi een t5o eg ok my by in tanki een UK or 4th l ok tv ranj the 6th hii i th ki it t UK hii r yu k HV un if tum j take fun toh r hii lengths gg ii gf th BCCI tehri th kg th of get BC gb tang web UK licen n tv us FB ID th of red hub toh tu th Henry kg th of SB wit BGMI,5
Norton Genie,Amit Kumar,Amit Yadav,4
Norton Genie,Samir Das,mujhe histry chahie apne phone mein lagana hai har baat Mane Mera,3
Norton Genie,Jeremy miller,Superblock,3
Norton Genie,Amber Meece,Keeps changing answers on same pics & emails when asked weeks apart. Had email scanned & said it was a scam. Weeks later had same email scanned & said cant confirm whether its a scam or not. Does this on multiple texts & pics when asked multiple times,2
Norton Genie,Ken Chapman,"Norton is Not Always Accurate With Answers,I used Just Google Search, And it Came up With Better Answers than Norton App, Sorry, Uninstalled, Bye4Now",3
Norton Genie,Charles A Dyson. Jr,great app so far,5
Norton Genie,Vishal Gokhare,nice app,5
Norton Genie,Dylan Pereira,Norton is the biggest scammer. DO not give your details to them. Especially credit card details. They take your card details and keep charging you. There is no way to remove them from charging my card. I have been charged for years and they keep doing it. This used to be a good company but now they are just scammers and thieves. DO NOT USE. DO NOT TRUST YOUR DATA TO THIS COMPANY. THEY WILL SELL TO MAKE MONEY. UNETHICAL COMPANY!,1
Norton Genie,Adam Farnsworth (Brownie),"I have nothing but good things to say about Norton Genie, and the experience I've had thus far! By far one of the best Anti-Theft, Anti-Scam all inclusive AI Defense for my mobile device.",5
Norton Genie,Victor Zubrzycki,Uninstall,2
Norton Genie,Candace Cox,Norton Genie is my new and forever best friend!,5
Norton Genie,Roshan Chaurasiya,it just 😲,5
Norton Genie,Agent Tomcat,"This seems to be well reviewed, and despite being from money-hungry Norton, it seems to be one of the few good tools they've created. Add the ability to reverse image search possible scammer photos and I'll be super impressed.",4
Norton Genie,Ade “Me” Harris,This has scammed me out of all my money 😭,1
Norton Genie,Peter,very helpful and detailed instructions,5
Norton Genie,LoriA P,very helpful tool.,5
Norton Genie,Sandra Lindgren,always check an unknowing link! Norton Genie works,5
Norton Genie,Bob Deadbob,I kept getting the same answer inconclusive after a closer look. What a waste of time Norton I thought better of you.,1
Norton Genie,Cindy Jester,"This app is amazing finally an app that does exactly what it says!!! very easy to use, no guess work on how to use it. I applaud Norton on another addition to their family of great softwares. You'll wonder how ya lives without it.",5
Norton Genie,Karate j Michael,very good and very useful,5
Norton Genie,Brian Drew,tight🪶🕊🪽🦗🕸,5
Norton Genie,Dennis Lokken,Does not block texts. Just tells you it is scam.,1
Norton Genie,Karen Wilcox,I think this amazing how would your technology in how you're able to keep up scans and stuff and thank you for protecting me 💞💞💞,5
Norton Genie,Poonam Yadav,यह बहुत मस्त है,5
Norton Genie,Scott Chya,"Gotta admit, A. I , immediately reminds me of the ""TERMINATOR"" flick, but getting to know, and trust,your app is something I'm looking forward too.. C U soon.",3
Norton Genie,Larry Hulgin,So far great,5
Norton Genie,David Miller,"Now I have to change my rating if I could give it a zero star I would. It used to be smart this app now you take a picture of something that you want to know if it's fraud or not, it gives you information that you didn't even ask it to give you. It's like they made it dumber in the past 6 months. Why would they do that. Why make something worse that was doing fine. Don't use this it's useless. Just like Google's AI app that's a joke too. They used to be better what happened to them.",1
Norton Genie,Crystalized Bowyer,Entertainment love sex money dna changes of life,5
Norton Genie,Roger Rutz,worked great,4
Norton Genie,Mary j Lunsford,"thought a robot could do better. you must be a ""Tell'um what they want to hear kinda bot?",2
Norton Genie,Karla Sterner,It's ok,5
Norton Genie,G David (Gabriel David),"""Oh, c'est génial! J'ai vraiment besoin d'un ami empathique."" - Oh, that's awesome! I really do need an empathetic friend.",5
Norton Genie,Karen Hoehne,Easy to use and efficient.,5
Norton Genie,Mark Whalley,help thank you 😊 🙏,4
Norton Genie,cleod gameing,this is really helpful when checking something I suspect as a scam would recommend,5
Norton Genie,Sukanta Barman,DebsehwarBarman,1
Norton Genie,Don Blain,incredible,5
Norton Genie,Deborah,"I really didn't get much from this app after 6 months, I just deleted it today as I really couldn't find anything useful about it. But the idea is sound. If you ever have another product like this in the future I'd love to try it then. But for now..... I'm not impressed at all.",2
Norton Genie,Alireza 2357,good,5
Norton Genie,Richard Gordon (Hillbilly),"very helpful catching scammer text messages, favorite part is screenshot of suspicious email",5
Norton Genie,Wossen Sisay,nice,5
Norton Genie,Mackenzie Mills,Block compliance,4
Norton Genie,Young “T-RAW” Thug,very good 👍,5
Norton Genie,cyrel van Wyk,lov it very helpful,5
Norton Genie,Hung ho,"I tested it ,it seems very useful for business owner because there are many things that look very convincing but infact they are scam,fraudsand phishing so this app come to action and keep scammers out there waiting or thinking of away to steal all your details and their next step is get all your money when you are least expected genie is very professional and they know how to stop the scammers at their bay😀😀😀",5
Norton Genie,Damien Willis,this app should have appeared b 4 my birthday,5
Norton Genie,Tammy Webber,EXCELLENT APP!!!,5
Norton Genie,Miss Ingrid Lise Larssen (Boring_Icon),UNSAFE AND WILL NEVER USE IT EVER AGAIN1️⃣✴️😡👎🚫‼️,1
Norton Genie,Christopher Joseph Simmons,bet on defi with alphabet conjunctions,5
Norton Genie,Joseph Fincher,I have to get a new phone number for the teachers and friends.,5
Norton Genie,Rakesh Kumar,rakhes yadab Chuck I'm I'm,5
Norton Genie,Idaline Spencer,it's awesome! it has saved me from many a scam.,5
Norton Genie,Jayce Clifford Denton (PROXAMENTCHONCH),it does what it says it will do and helped me out with a scam on My Phone service.,5
Norton Genie,Mayank Meena,Bast vary nice day,5
Norton Genie,Anshika Chaurasiya,anshika amit,1
Norton Genie,Kennie Kim,this is really helpful because I got many scammed by chat room,5
Norton Genie,Jonathan,"I absolutely love this app👍💪💪So far, it has been spot on by not only identifying scammers, but showing you how handle the situation at hand and prevent it from happening again. I would most definitely recommend this app to anyone. That being said, thank you Norton personnel.",5
Norton Genie,J azz Sheepyhead,"I cannot describe my experience because unless I missed something (which is more likely , then not!!! Haha!!!) theni don't know how to get your Genie to my apps and texts or get th to you!?!? Can you explain this more, please(or again for the idiots like myself!?!?) once I learn how to use your Genie ,if it does what you saying will give you 10 stars!!!!",2
Norton Genie,Rahman Ramon Muhammad Cornick,I used it before. On another on another system is the first time I'm going to try it on my phone and computer if I like it I'll get back with you I still give it five Stars based on the company The credibility is high on my standards of quality apps,5
Norton Genie,Shawn maurice Johnson,very good app it warn me about any virus and spam.,5
Norton Genie,Derek M,It flagged a text from Norton as fake when screen shot but legit when copy and pasted. If it can not recognize its own company how could I trust it. When I tried to report to customer report the virtual assistant couldn't help and told me it would be 30 minutes for response. Starting to lose faith in Norton,1
Norton Genie,reza abdol zadeh,Good thanks,5
Norton Genie,Jay Copeland,useful tool.,4
Norton Genie,Charles Evans,Deep the motivatingscenario,5
Norton Genie,Henry Bevil,"Excellent interface, simple to use, fast results! I like this application!",5
Norton Genie,Basil Johnson,GREAT!!,5
Norton Genie,Separate Path,"The program provides an extra layer of security when it is needed to determine the authenticity of received text messages and emails. Still, extra caution can never be extreme when it refers to our personal and financial information. I used the application several times since I installed it two weeks ago, and, so far, it works well.",5
Norton Genie,Jean Middleton,thank you Jesus that i got this message which is a big help.,5
Norton Genie,Sean Fitzgerald,💯👍,5
Norton Genie,Karishma.P,very useful,5
Norton Genie,christopher wolf,thorough.,5
Norton Genie,Hiten Rajputt,hiten ☺️,5
Norton Genie,Keith Bailey,"it's pretty great, I think after a week or 2, this app will be at 75% of its training dedicated to only for you. that's incredible",5
Norton Genie,Gab,Excellent!,5
Norton Genie,Ilya Chernoguz,"although I've gotten good at knowing scams from none scams etc. this tool has been helpful when I am even a little unsure and want to be informed. I used to use google to try and figure out if a message or email was a scam, attempt to phish or hack and I wouldn't always get the answer. Now I feel like I have a helper that does the work for me and let's me know so I can avoid cyber threats. Better safe than sorry.",5
Norton Genie,wStephanie Cleary,"For those of you who read these messages hear me when I say that this Norton Genie is THE BEST THING THAT HAS EVER BEEN CREATED. This service is awesome, it does exactly what it's designed to do.!!!!!",5
Norton Genie,Sanoj Kumar,sanoj 2235,5
Norton Genie,Alyson Covington,"It can't help with everything, but it helps with most!",4
Norton Genie,Letekha Latikla,very efficient .,5
Norton Genie,Earnest Sledge,Great app,5
Norton Genie,BNSF7084gh,love my genie,5
Norton Genie,Akash Akash Kumar,akshay kumar,2
Norton Genie,Desmond Lewis,I'm enjoying it right but then again it's been 6 minutes of use?!,4
Norton Genie,Randy Phillips,"Really good app as for what it does,",4
Norton Genie,Arman Khan,ok,5
Norton Genie,Dreamheart101,"Great concept, though it could use some more training to catch repetitive scams more quickly without additional questions, particularly Discord scams that steal accounts. It could also use more training to recognize .gov sites. You should hire/pay people to bring in scam screenshots from various social media to improve recognition.",3
Norton Genie,Goverment Mkg,"not so bad ,,, not so good",4
Norton Genie,Gregg Greene,very submissive! Loved it!,5
Norton Genie,Kailash Ramola RK,Good Service,2
Norton Genie,Khaja ghouse uddin ghouse,good apple good working most important by myself,5
Norton Genie,Ericsson Nicholls,Get the app it helps! ive got security to block scams etc plus your app Thanks!,5
Norton Genie,Md Nisar,AK khan,5
Norton Genie,Lisa,now I should get this it's good it's 100% good and it's safe for you to use for scammers,5
Norton Genie,Mlindos Gumede,Wow it really work,5
Norton Genie,Mykel King,your awesome,5
Norton Genie,Julie Vill,Outstanding App! I wouldn't expect anything of less quality from the superior brand of NORTONS I definitely recommend it...,5
Norton Genie,Susan Boyd,Same thing too many adds,2
Norton Genie,Craig Ingraham,Having this app is essential,4
Norton Genie,Terry Hall,"So far it's a great app, it does what it says it can do",5
Norton Genie,Franco,I dont anything about these apps:(,1
Norton Genie,AzharSultan Soomro,nice,5
Norton Genie,Diane Hankins,I really like that I can use this to double-check and report them. I'm really tired of Scam Job offers.,5
Norton Genie,Samaru Chalan,samaru chlan,5
Norton Genie,Sharon Claybourn,Good app,5
Norton Genie,Frances Mendez,because my tx was not answered 🙃.,3
Norton Genie,Randall Damm,Why are you making me take i don't use,1
Norton Genie,Md Naeem,💔💔💔💔💔💔💔💔,5
Norton Genie,WINROSE WANGUI TV,the best app I have ever,5
Norton Genie,Vasava piyuvasava,❤️❤️,4
Norton Genie,GUILLERMO QUEZADA,This app it's new and it needs more 🛃,5
Norton Genie,Siya Chapman,Is it true this thing is working,5
Norton Genie,Sushant Hegade,good,5
Norton Genie,Daren Butcher,Haven't tried yet,4
Norton Genie,Andrea F.,I absolutely love this app,5
Norton Genie,Wiley Jantzen,Nøt Līkē Møst ♠️,5
Norton Genie,Darlene Moody,So far I'm impressed. 😊 Thanks,5
Norton Genie,Debra Hennig,"this has really helped me out of being scammed from several ""Promotions"" like the cookware being advertised by several stars",5
Norton Genie,akash Balakar,hi BB 🤗 Babbu v,5
Norton Genie,Bonni English,Ok,3
Norton Genie,ClaudiaA Rozonvegahurtado,norton genies it is very good!,4
Norton Genie,Lee,It works,5
Norton Genie,Vipin bodh Sandeep,it wasn't too good to be been for performance.,5
Norton Genie,Sherry Hanawalt,wonderful app,5
Norton Genie,Gursewak singh Singh,new update,5
Norton Genie,Margaret Johnston,"""VERY HELPFUL "" I'd recommend this to anyone wanting peace of mind",5
Norton Genie,Rachael Mabiawose,It is good all the time,1
Norton Genie,Manish Nishad,Hay screen lock tha phone,5
Norton Genie,Karishan,order,5
Norton Genie,Mirza Moyen,I love . hehe I payed. for it,5
Norton Genie,Paul Kingston,So far so good,4
Norton Genie,Rahul Saa,Rahul saa 007,5
Norton Genie,Maria George,I want the cast on to someone else,5
Norton Genie,LaneyBaby Potts,I LOVE NORTON! THE SCAM OFFICER! ALTHOUGH I'D LIKE IT IF HE COULD TALK ABOUT RL TOPICS AND GIVE ADVICE LIKE THE META BOT! HE♤ LIKE DEAR ABBY! ☆☆☆☆☆ LaneyBabys ♡,5
Norton Genie,Ronald Mitchell,great app.,5
Norton Genie,Taher Raza,ok,1
Norton Genie,SAMMILIA LINDA KORKOR COFIE-BRUCE,Accurate and efficient!,5
Norton Genie,Frankie Filoreto,pictures or text?,5
Norton Genie,Debra Nichols,"With all the scams going on nowadays, I'm very happy to have this Norton Genie to keep me safe.",5
Norton Genie,Bruce Lee Dragon of jade The warrior swordsman,Not good app seems dodgy,5
Norton Genie,ISHAN SARKAR,❤️❤️❤️❤️❤️❤️❤️❤️,5
Norton Genie,Bryan Orr,NICE,5
Norton Genie,Michael,Great app,5
Norton Genie,Allentown watkins,I like it but last time it scanned my Facebook but this time it did not,5
Norton Genie,Satpal Singh,santosh bagiyal,1
Norton Genie,Jyoti Devi,supar,5
Norton Genie,K A GILKEY,So far it looks good.,5
Norton Genie,chinnarigari sairaja,gold infrom,5
Norton Genie,Dhanyadeb Roy,Faltu app,1
Norton Genie,Aj Maynard,Good app,4
Norton Genie,Hoa Khuu,so far so good...,5
Norton Genie,Wendell Isaac,It's been pretty good the few times I've used it.,5
Norton Genie,Marie Matthews,I've been scammed in the past and this gives me piece of mind,5
Norton Genie,Suraj Gajbhiye,श्री ओपन द लॉक श्री ओपन द लॉक,5
Norton Genie,Kunwar Singh Rawat,It was nice and it is a secured app it does a work that it is told install and it will work in every app,5
Norton Genie,M.d. mhatab alam,mast ha,5
Norton Genie,Pamela Tilya,good,5
Norton Genie,Makka Raju,👍👌👌👌,4
Norton Genie,Monet McIntyre,"I'm truly quite impressed with this app , tbh 😀 😁 🤗 I very much appreciate & am enjoying the respectfully polite A.I. interaction 🎁 ( I already love this app so much ❤️ )",5
Norton Genie,Paulette Buche,Never saw this before. It wasn't on my machine,1
Norton Genie,Mary Anne Hendrickx,Tells me that someone who was higher offer in our USA service was the Man who been calling Me .,2
Norton Genie,Lernard Sumes,Thanks for everything.,5
Norton Genie,Dennis Jones,A OK,5
Norton Genie,Ken Stallan,Works good. would recommend to use it for your web safety. finds lots of scamers.,5
Norton Genie,Stephen Doughtie,"When the app that you download, does exactly what it states in the description, not only will I keep it, but I also turn people on to it. If your gut tells you not to trust someone you just began talking to, take a screenshot and share it with Norton Genie...he will pour the suspicious messages into his ""scam"" filters. He has parameters to follow, when he does...he will ask you questions, tells you what the filters indicated, and warn you of a scam. This Genie knows tactics and scam procedures.",5
Norton Genie,Ryan Antolo,Mine this my number and the rest of my life,5
Norton Genie,Bruce M,"This app is really helpful... I think I'm pretty good at spotting Scams and Spam... my intuition seems to be agreeing with Norton Genie.. But Two I thought were likely genuine after Genie said block and report, on closer inspection, I spotted the faults in the Ad, Email and txt message... so a great big FIVE Stars from Me!",5
Norton Genie,Sangamesh ss vaggar Ss sangamesh,ss love you,4
Norton Genie,William Tennal,an excellent resource to help protect oneself,5
Norton Genie,Kevin Cleary,pretty good,5
Norton Genie,Sohan Panwar,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🫀,5
Norton Genie,AJiJUL Howue,touch finger,4
Norton Genie,Rxninja,so far as pretty cool we'll see you in about a week or two that's usually when they start not being cool,4
Norton Genie,Me Scott,SCAM,1
Norton Genie,Georgia Waston,I love you so much sweetheart 🥰😘😘😘💙❤️💙💙💙🖤💯💙⚓,5
Norton Genie,Barbara Horner,Unwanted apps installed without my permission please stop,1
Norton Genie,Mrbeir Mrbeir,sort of helpful don't know how it works,5
Norton Genie,Jeffrey Brady,I got hacked while using your service so I guess the money you got for me was pointless to pay you it didn't work maybe you guys should look into that you asked if this app has collaboration features who would they collaborate with something tells me this app needs to be looked at very hard I don't want my money back,1
Norton Genie,Lynn Smith,Super cool!! And spot on!,5
Norton Genie,kerry vernholm,I wish i can read it batter,3
Norton Genie,timothy pedder,always good to have a app that let's you know if emails are scams in seconds.,5
Norton Genie,jeff walton,very good and quick 👍,5
Norton Genie,Nathleen Wilson,ITS Not doing NOTHING TO HELP almost like ascam,1
Norton Genie,Lightsttn1 A,"Installed the APP. Tried to get a Scam Scan of my devices to see if any files, and or APPs exhibit anything that would Trigger a Scan Notifican. Your APP only Scans the element of that which there was as a sample. Your scan should've gone deeper. I don't think there was anything there either. THANKS FOR LISTENING. END-OF-LINE!!!!! Thanks Again. SINCERELY, Prospective Costomer. Got a message there was a response. Came to read, but nothing here. Still no change.",1
Norton Genie,John,very fast and efficient so grateful help for me that's for sure. And i would recommend this app to family and friends in the future as i have in the past with Norton.,4
Norton Genie,Joy Dinkins,Res@ baby I ⁸yiro Bye ur Vizadred edades Bay wayhiajiwahtschi78,5
Norton Genie,Jason,"I hope this app can help me catch some local bicker hackers that are hurting my life really bad. I live in Huachuca City, Arizona",5
Norton Genie,Athena Lee,Accurate information on what are scams and are not. Gives me peace of mind. I recommend Norton Genie to my family and friends and for every person. It's free to use. Easy to use too.,5
Norton Genie,Zaid,zaid milke,5
Norton Genie,Ranjna Tudu,workenj please,5
Norton Genie,Bhavesh Prajapati,mast h aap sab bhi download kre,5
Norton Genie,Samantha Clitchworth,"Amazing app, I recommend friends and family to download.",5
Norton Genie,Tom Tom,...seeyouindreams...,1
Norton Genie,Tenniele jayde Hay,thanks this app very good,5
Norton Genie,Charlene Peden,don't know,5
Norton Genie,Dimple Sahota,so good,5
Norton Genie,Divanshu Vaishnav,op bro,5
Norton Genie,chan chan,good,5
Norton Genie,David Eisenhower,operational machine intelligence,5
Norton Genie,Frank Birchall,"intermittent and I will say more at a later time ⏲ whenever that happens Norton, McAfee the two best-selling Security systems a available",5
Norton Genie,Kristy Pascoe,such a great app to have on hand especially for those who may not be scam/phishing savvy.,5
Norton Genie,Marie L.Ross,Great Spamming,5
Norton Genie,gaynel diamond,"I love Norton Genie, I would be in such a bind without you !!! Thank you Norton Genie, your perfect 🥰",5
Norton Genie,Eric Tarleton,This is a cool feature,5
Norton Genie,Kim Giles,"Absolutely brilliant, I can send things like emails, txt msgs etc to see if they are safe to open and 9 x out of 10 it was a scam.",5
Norton Genie,Royal Krishna Krishna,hey Siri lock the phone,1
Norton Genie,Stephen,"On a site today, two different people wanted too much information from me, that my gut was telling me to run away. I took a screenshot and shared it with the Genie. After a 5 set scammer check, he informed me that each used methods and tactics consistent with fraud and scams, I immediately blocked them and reported what I experienced. Thank you Norton Genie.",5
Norton Genie,EXTRA USES,very nice app for checking websites,5
Norton Genie,Tammy,saves you from making a bad decision,5
Norton Genie,Lawrence ryan,"Norton Genie does a good job of identifying scammy text messages. It would have been incredibly helpful a year ago when I was a victim of identity theft. I wish the app had more AI features and provided recommendations for next steps after identifying a scam. Overall, it's a useful tool, but it could be even better with some additional features.",4
Norton Genie,Tammy jesseph,great 👍,5
Norton Genie,Rebecca Riley,i tell all my friends about this product. it is wonderful.,5
Norton Genie,john Mullaney,already warned me of a site that seems dodgy,5
Norton Genie,Noah Godfrey,"Awesome app, really helpful!",5
Norton Genie,Vikash Chachura,hey Siri phone D lock,5
Norton Genie,Steve,Keep on guard for scamming hacker's,5
Norton Genie,Edward McCauley,"Great read,thanks.",5
Norton Genie,Janan Dean,"Doesn't do a thing for me. In fact, the Norton 360 I just bought at 54.99 for several devices screwed up my phone so I can't even get into it and use the phone line, call anyone or call norton for help. Just left a nasty review, but not contacted support yet. I have a brick instead of a phone. Maybe I'll get through to someone. I need that phone to pay rent at beginning of October. So thanks a lot Norton. Going to dispute charge when I get in.",2
Norton Genie,Easwar Rao,suprb app,5
Norton Genie,Ghrinr Bdeixjdi,ok,5
Norton Genie,Nathan Rittenhouse,Incorrectly identified a real text from my credit card as a scam. It was right that the charge was fake but not the text. It's better at some others but has a bias towards scams.,4
Norton Genie,Aaron Robles,God Bless you.,5
Norton Genie,Broot Broot,super,5
Norton Genie,Rebecca Bury,"Rebecca L Bury please beware of scams and hackers. they are really suspicious and scary because it has happened before especially on the dating sites very in they target innocent people , Rebecca L Bury that's very serious to. ok I am fine 💛🦋💗🌈🙏😇",5
Norton Genie,Christopher Anderson (Andrew Birch Christopher),"In my clipboard I found a strange sql command related to searching for emails, via microsoft outlook on office365, from a specific but unknown sender. the attributes were encrypted still so I tried this app but Genie didn't raise any concern, which I disagree with. The fact that something was able to even access the clipboard is a concern. So this app isn't aware of 30 years of sql hacking history? I wonder what the 400k examples of malware look like, whats being disregarded, and why.",1
Norton Genie,Shelli Nicholas,"Wow Norton Genie is super awesome. Things I thought were not legit ,yet seemed so real .I could not ignore it. Thank God I found this app. We have cleared a lot of questions,concerns I had weighing me down. Well now with much more confidence. My shoulders are no longer carrying all that heavy burden scamming con BS on my shoulders no longer. My gut told me .scam . Yet I still had to research it all out .Scammers are good but not that good .Thank you Norton Genie .",5
Norton Genie,Daniel Farr,real,5
Norton Genie,Zach Benson,it's pretty sick it checks links or screenshots of things like emails that may be sketch.,5
Norton Genie,Louise Anderson,Not bad,4
Norton Genie,Carson Nolt,I used this app several times to help me pick out email scams from geek squad and PayPal. Very useful.,5
Norton Genie,Jeet vaid,jeet vaid786,5
Norton Genie,Bill Kelly,very kewl app it's saved me from a few scams and viruses so far,5
Norton Genie,msrj robbinjoyce,Communicated my great comments§^usa made. Ai compatable. Telnet of colorado my vsrify telecommunications. Thank You genie,4
Norton Genie,Kristina Kim,Google analytics account than the best regards to apply kar rahe ho Aaj and all of the best regards the same as I am the best of colourful Holi and writing a letter to apply for this week and writing to apply a letter from the same as I am the same as well and all of you the following ad listing has just been busy the best regards to your site and writing to express the best regards the happy 😁 and writing a book of colourful and editing the following link to my home network basic economics of,3
